CustomerID,CompanyName,City,Country,OrderID,OrderDate,ProductName,Quantity,UnitPrice,TotalPrice,Month,Year
RICAR,Ricardo Adocicados,Rio De Janeiro,Brazil,10299,1996-09-06,Outback Lager,20.0,12.0,240.0,September,1996
MAGAA,Magazzini Alimentari Riuniti,Bergamo,Italy,10300,1996-09-09,Louisiana Hot Spiced Okra,30.0,13.6,408.0,September,1996
MAGAA,Magazzini Alimentari Riuniti,Bergamo,Italy,10300,1996-09-09,Scottish Longbreads,20.0,10.0,200.0,September,1996
WANDK,Die Wandernde Kuh,Stuttgart,Germany,10301,1996-09-09,Boston Crab Meat,10.0,14.7,147.0,September,1996
WANDK,Die Wandernde Kuh,Stuttgart,Germany,10301,1996-09-09,Gnocchi di nonna Alice,20.0,30.4,608.0,September,1996
SUPRD,Supremes délices,Charleroi,Belgium,10302,1996-09-10,Alice Mutton,40.0,31.2,1248.0,September,1996
SUPRD,Supremes délices,Charleroi,Belgium,10302,1996-09-10,Rössle Sauerkraut,28.0,36.4,1019.2,September,1996
SUPRD,Supremes délices,Charleroi,Belgium,10302,1996-09-10,Ipoh Coffee,12.0,36.8,441.6,September,1996
GODOS,Godos Cocina Típica,Sevilla,Spain,10303,1996-09-11,Boston Crab Meat,40.0,14.7,588.0,September,1996
GODOS,Godos Cocina Típica,Sevilla,Spain,10303,1996-09-11,Louisiana Fiery Hot Pepper Sauce,30.0,16.8,504.0,September,1996
GODOS,Godos Cocina Típica,Sevilla,Spain,10303,1996-09-11,Scottish Longbreads,15.0,10.0,150.0,September,1996
TORTU,Tortuga Restaurante,México D.F.,Mexico,10304,1996-09-12,Maxilaku,30.0,16.0,480.0,September,1996
TORTU,Tortuga Restaurante,México D.F.,Mexico,10304,1996-09-12,Raclette Courdavault,10.0,44.0,440.0,September,1996
TORTU,Tortuga Restaurante,México D.F.,Mexico,10304,1996-09-12,Flotemysost,2.0,17.2,34.4,September,1996
OLDWO,Old World Delicatessen,Anchorage,Usa,10305,1996-09-13,Carnarvon Tigers,25.0,50.0,1250.0,September,1996
OLDWO,Old World Delicatessen,Anchorage,Usa,10305,1996-09-13,Thüringer Rostbratwurst,25.0,99.0,2475.0,September,1996
OLDWO,Old World Delicatessen,Anchorage,Usa,10305,1996-09-13,Chartreuse verte,30.0,14.4,432.0,September,1996
ROMEY,Romero y tomillo,Madrid,Spain,10306,1996-09-16,Nord-Ost Matjeshering,10.0,20.7,207.0,September,1996
ROMEY,Romero y tomillo,Madrid,Spain,10306,1996-09-16,Perth Pasties,10.0,26.2,262.0,September,1996
ROMEY,Romero y tomillo,Madrid,Spain,10306,1996-09-16,Tourtiere,5.0,5.9,29.5,September,1996
LONEP,Lonesome Pine Restaurant,Portland,Usa,10307,1996-09-17,Tarte au sucre,10.0,39.4,394.0,September,1996
LONEP,Lonesome Pine Restaurant,Portland,Usa,10307,1996-09-17,Scottish Longbreads,3.0,10.0,30.0,September,1996
ANATR,Ana Trujillo Emparedados y helados,México D.F.,Mexico,10308,1996-09-18,Gudbrandsdalsost,1.0,28.8,28.8,September,1996
ANATR,Ana Trujillo Emparedados y helados,México D.F.,Mexico,10308,1996-09-18,Outback Lager,5.0,12.0,60.0,September,1996
HUNGO,Hungry Owl All-Night Grocers,Cork,Ireland,10309,1996-09-19,Chef Anton's Cajun Seasoning,20.0,17.6,352.0,September,1996
HUNGO,Hungry Owl All-Night Grocers,Cork,Ireland,10309,1996-09-19,Grandma's Boysenberry Spread,30.0,20.0,600.0,September,1996
HUNGO,Hungry Owl All-Night Grocers,Cork,Ireland,10309,1996-09-19,Singaporean Hokkien Fried Mee,2.0,11.2,22.4,September,1996
HUNGO,Hungry Owl All-Night Grocers,Cork,Ireland,10309,1996-09-19,Ipoh Coffee,20.0,36.8,736.0,September,1996
HUNGO,Hungry Owl All-Night Grocers,Cork,Ireland,10309,1996-09-19,Flotemysost,3.0,17.2,51.6,September,1996
THEBI,The Big Cheese,Portland,Usa,10310,1996-09-20,Pavlova,10.0,13.9,139.0,September,1996
THEBI,The Big Cheese,Portland,Usa,10310,1996-09-20,Tarte au sucre,5.0,39.4,197.0,September,1996
DUMON,Du monde entier,Nantes,France,10311,1996-09-20,Singaporean Hokkien Fried Mee,6.0,11.2,67.2,September,1996
DUMON,Du monde entier,Nantes,France,10311,1996-09-20,Gudbrandsdalsost,7.0,28.8,201.6,September,1996
WANDK,Die Wandernde Kuh,Stuttgart,Germany,10312,1996-09-23,Rössle Sauerkraut,4.0,36.4,145.6,September,1996
WANDK,Die Wandernde Kuh,Stuttgart,Germany,10312,1996-09-23,Ipoh Coffee,24.0,36.8,883.2,September,1996
WANDK,Die Wandernde Kuh,Stuttgart,Germany,10312,1996-09-23,Perth Pasties,20.0,26.2,524.0,September,1996
WANDK,Die Wandernde Kuh,Stuttgart,Germany,10312,1996-09-23,Rhönbräu Klosterbier,10.0,6.2,62.0,September,1996
QUICK,QUICK-Stop,Cunewalde,Germany,10313,1996-09-24,Inlagd Sill,12.0,15.2,182.4,September,1996
RATTC,Rattlesnake Canyon Grocery,Albuquerque,Usa,10314,1996-09-25,Mascarpone Fabioli,40.0,25.6,1024.0,September,1996
RATTC,Rattlesnake Canyon Grocery,Albuquerque,Usa,10314,1996-09-25,Escargots de Bourgogne,30.0,10.6,318.0,September,1996
RATTC,Rattlesnake Canyon Grocery,Albuquerque,Usa,10314,1996-09-25,Tarte au sucre,25.0,39.4,985.0,September,1996
ISLAT,Island Trading,Cowes,Uk,10315,1996-09-26,Sasquatch Ale,14.0,11.2,156.8,September,1996
ISLAT,Island Trading,Cowes,Uk,10315,1996-09-26,Outback Lager,30.0,12.0,360.0,September,1996
RATTC,Rattlesnake Canyon Grocery,Albuquerque,Usa,10316,1996-09-27,Jack's New England Clam Chowder,10.0,7.7,77.0,September,1996
RATTC,Rattlesnake Canyon Grocery,Albuquerque,Usa,10316,1996-09-27,Tarte au sucre,70.0,39.4,2758.0,September,1996
LONEP,Lonesome Pine Restaurant,Portland,Usa,10317,1996-09-30,Chai,20.0,14.4,288.0,September,1996
ISLAT,Island Trading,Cowes,Uk,10318,1996-10-01,Jack's New England Clam Chowder,20.0,7.7,154.0,October,1996
ISLAT,Island Trading,Cowes,Uk,10318,1996-10-01,Lakkalikööri,6.0,14.4,86.4,October,1996
TORTU,Tortuga Restaurante,México D.F.,Mexico,10319,1996-10-02,Alice Mutton,8.0,31.2,249.6,October,1996
TORTU,Tortuga Restaurante,México D.F.,Mexico,10319,1996-10-02,Rössle Sauerkraut,14.0,36.4,509.6,October,1996
TORTU,Tortuga Restaurante,México D.F.,Mexico,10319,1996-10-02,Lakkalikööri,30.0,14.4,432.0,October,1996
WARTH,Wartian Herkku,Oulu,Finland,10320,1996-10-03,Flotemysost,30.0,17.2,516.0,October,1996
ISLAT,Island Trading,Cowes,Uk,10321,1996-10-03,Steeleye Stout,10.0,14.4,144.0,October,1996
PERIC,Pericles Comidas clásicas,México D.F.,Mexico,10322,1996-10-04,Filo Mix,20.0,5.6,112.0,October,1996
KOENE,Königlich Essen,Brandenburg,Germany,10323,1996-10-07,Genen Shouyu,5.0,12.4,62.0,October,1996
KOENE,Königlich Essen,Brandenburg,Germany,10323,1996-10-07,NuNuCa Nuß-Nougat-Creme,4.0,11.2,44.8,October,1996
KOENE,Königlich Essen,Brandenburg,Germany,10323,1996-10-07,Chartreuse verte,4.0,14.4,57.6,October,1996
SAVEA,Save-a-lot Markets,Boise,Usa,10324,1996-10-08,Pavlova,21.0,13.9,291.9,October,1996
SAVEA,Save-a-lot Markets,Boise,Usa,10324,1996-10-08,Steeleye Stout,70.0,14.4,1008.0,October,1996
SAVEA,Save-a-lot Markets,Boise,Usa,10324,1996-10-08,Spegesild,30.0,9.6,288.0,October,1996
SAVEA,Save-a-lot Markets,Boise,Usa,10324,1996-10-08,Raclette Courdavault,40.0,44.0,1760.0,October,1996
SAVEA,Save-a-lot Markets,Boise,Usa,10324,1996-10-08,Vegie-spread,80.0,35.1,2808.0,October,1996
KOENE,Königlich Essen,Brandenburg,Germany,10325,1996-10-09,Grandma's Boysenberry Spread,6.0,20.0,120.0,October,1996
KOENE,Königlich Essen,Brandenburg,Germany,10325,1996-10-09,Konbu,12.0,4.8,57.6,October,1996
KOENE,Königlich Essen,Brandenburg,Germany,10325,1996-10-09,Tofu,9.0,18.6,167.4,October,1996
KOENE,Königlich Essen,Brandenburg,Germany,10325,1996-10-09,Gorgonzola Telino,4.0,10.0,40.0,October,1996
KOENE,Königlich Essen,Brandenburg,Germany,10325,1996-10-09,Mozzarella di Giovanni,40.0,27.8,1112.0,October,1996
BOLID,Bólido Comidas preparadas,Madrid,Spain,10326,1996-10-10,Chef Anton's Cajun Seasoning,24.0,17.6,422.4,October,1996
BOLID,Bólido Comidas preparadas,Madrid,Spain,10326,1996-10-10,Ravioli Angelo,16.0,15.6,249.6,October,1996
BOLID,Bólido Comidas preparadas,Madrid,Spain,10326,1996-10-10,Rhönbräu Klosterbier,50.0,6.2,310.0,October,1996
FOLKO,Folk och fä HB,Bräcke,Sweden,10327,1996-10-11,Chang,25.0,15.2,380.0,October,1996
FOLKO,Folk och fä HB,Bräcke,Sweden,10327,1996-10-11,Queso Cabrales,50.0,16.8,840.0,October,1996
FOLKO,Folk och fä HB,Bräcke,Sweden,10327,1996-10-11,Nord-Ost Matjeshering,35.0,20.7,724.5,October,1996
FOLKO,Folk och fä HB,Bräcke,Sweden,10327,1996-10-11,Escargots de Bourgogne,30.0,10.6,318.0,October,1996
FURIB,Furia Bacalhau e Frutos do Mar,Lisboa,Portugal,10328,1996-10-14,Raclette Courdavault,9.0,44.0,396.0,October,1996
FURIB,Furia Bacalhau e Frutos do Mar,Lisboa,Portugal,10328,1996-10-14,Louisiana Fiery Hot Pepper Sauce,40.0,16.8,672.0,October,1996
FURIB,Furia Bacalhau e Frutos do Mar,Lisboa,Portugal,10328,1996-10-14,Scottish Longbreads,10.0,10.0,100.0,October,1996
